"review_id","source_line","sample_stratum","model_bucket","reranker_score","zh","en","deepseek_label","deepseek_confidence","deepseek_reason","codex_review","codex_notes"
"DQ-0113","3126172","clean_lower_boundary","clean_candidate","0.001216041506268084","晃了晃头,不想了,到卫生间里拿着毛巾,一边擦着身子一边重新回到床上。","I said turning to him as I pushed the door open with my back, “You need to go to bed.”","mismatch","0.95","中文描述动作，英文是对话，语义不同","",""
"DQ-0114","13909672","gray_upper_boundary","gray","0.0011972112115472555","耶稣又对他们说,孩子们,1 倚靠钱财的人进神的国,是何等的难!","17 And Jesus said unto them, Come ye after me, and I will make you to become fishers of men.","mismatch","0.95","中文讲倚靠钱财难进神国，英文讲跟从耶稣，语义不同","",""
"DQ-0115","2667802","gray_lower_boundary","gray","1.64424945978681E-05","如何测试AngularJS中的Directive","How to Install CakePHP in XAMPP","mismatch","1.0","中文讲AngularJS测试，英文讲CakePHP安装，完全无关","",""
"DQ-0116","10934484","reject_stratified","reject_candidate","1.60616109496914E-05","不知不觉间,我和妈妈“同居”已快三星期了。","But after I was interviewed once, I was interviewed again.","mismatch","0.95","中文讲与母亲同居，英文讲采访，语义不同","",""
"DQ-0117","9392073","gray_lower_boundary","gray","1.64424945978681E-05","“龙儿,能不能别这样说,我不喜欢 。 ”","The work she does is justified, and I just love it.""","mismatch","0.95","中文是对话，英文是叙述，语义不同","",""
"DQ-0118","14036077","reject_stratified","reject_candidate","1.6314539607265E-05","为什么许子根会有第二个方案作为腹稿?","Is there a mistake?!'"" Steve Nelson said.","mismatch","0.95","中文问许子根方案，英文是疑问句，语义不同","",""
"DQ-0119","1400991","gray_lower_boundary","gray","1.64424945978681E-05","尼泊尔纸刀的折法 . . .","The Governor of the Novosobirsk region Victor...","mismatch","1.0","中文讲纸刀折法，英文讲州长，完全无关","",""
"DQ-0120","14110044","reject_stratified","reject_candidate","1.61875814228551E-05","在抚养他的过程中,我们对圣经上「罪」的理解又深了一层。","Never the less, We have a small number of new Ugg sheepskin boots looks that we love.","mismatch","0.95","中文讲抚养孩子理解罪，英文讲靴子，语义不同","",""
"DQ-0121","9816508","reject_stratified","reject_candidate","1.61875814228551E-05","美国军用微创直出弹簧刀","United States Public Debt 2012","mismatch","1.0","中文指军用刀具，英文指美国国债，语义完全不同","",""
"DQ-0122","6756714","reject_stratified","reject_candidate","1.61875814228551E-05","但明显看出来他神情非常沮丧。","It was very still and nothing disturbed them for hours.","mismatch","1.0","中文描述沮丧神情，英文描述安静环境，语义无关","",""
"DQ-0123","2271139","clean_lower_boundary","clean_candidate","0.001216041506268084","一切的计划也因此取消","all the best...","mismatch","0.95","中文指计划取消，英文为不完整短语，语义不匹配","",""
"DQ-0124","661072","reject_stratified","reject_candidate","1.59366190928267E-05","由于有避孕套上的淫水润滑,女人并不觉的太疼,只是胀得要命。","In this case, the cardholder number is not shown on the front of the card. Evan wrote:","mismatch","1.0","中文涉及性行为描述，英文涉及信用卡信息，语义无关","",""
"DQ-0125","2426610","gray_upper_boundary","gray","0.0011972112115472555","大胖的脸上突然出现了淫笑。","Suddenly, there was a knock on the door.","mismatch","1.0","中文描述淫笑，英文描述敲门，语义无关","",""
"DQ-0126","335200","gray_lower_boundary","gray","1.64424945978681E-05","有些烟瘾上头的我便找了个借口,离开了住处,到楼下抽烟去了。","So they wetted his ears, and some of the milk ran down his neck under the red jersey.","mismatch","1.0","中文描述抽烟，英文描述牛奶，语义无关","",""
"DQ-0127","5151156","gray_lower_boundary","gray","1.64424945978681E-05","我急需要释放心中的抑郁,灌满这个骚货的屁眼是个很好的方法。","This movement brought his focus to her, and he got a good look for the first time.","mismatch","1.0","中文涉及性行为，英文描述动作，语义无关","",""
"DQ-0128","10661087","gray_upper_boundary","gray","0.0011879054363816977","出现一个新窗口。 选择新建艺术画笔然后按确定。","Create a New Document and Set Up a Grid Hit Control-N to create a new document.","partial","0.6","中文提到新建艺术画笔，英文提到新建文档，部分相关但指令不同","",""
"DQ-0129","5224438","gray_upper_boundary","gray","0.0011832797899842262","严格说来,那不是一封信,是一张信封,和里面的两张船票 。","I am not, strictly speaking, a thing. I am a process, an idea.","mismatch","1.0","中文指信件和船票，英文指过程和想法，语义无关","",""
"DQ-0130","12809298","reject_stratified","reject_candidate","1.60616109496914E-05","丈夫的一家都信佛,家中香火不断。","No, the Ascension is a promise and a revelation.","mismatch","1.0","中文描述信佛，英文描述升天，语义无关","",""
"DQ-0131","7558305","gray_lower_boundary","gray","1.64424945978681E-05","陈曦觉得姐姐这样的美人儿当然是应该穿性感的内衣了。","There were, of course, plenty of ships to be had.","mismatch","1.0","中文谈论姐姐穿性感内衣，英文谈论船只，完全无关","",""
"DQ-0132","10970046","gray_lower_boundary","gray","1.64424945978681E-05","我必须在表面上注意自己的形象,考虑将来的家庭。","I have been eying your cock all day on the beach.","mismatch","1.0","中文关于注意形象和家庭，英文关于海滩上盯着某人的性器官，完全无关","",""
"DQ-0133","5287009","reject_stratified","reject_candidate","1.61875814228551E-05","接下来,他掌心贴紧花蕊,很有技巧地揉动起来。","Deciding not to say anything, and just find his meal else where, he walked to the bathroom door.","mismatch","1.0","中文描述揉动花蕊，英文描述决定不说什么去找食物，完全无关","",""
"DQ-0134","5505195","reject_stratified","reject_candidate","1.60616109496914E-05","在中世纪早期的几百年中,东罗马一直是欧洲经济最发达的国家。","This magnificent structure fascinated architects in the centuries that followed and has been considered one of the most important examples of Persian architecture .","mismatch","1.0","中文关于东罗马经济，英文关于波斯建筑，完全无关","",""
"DQ-0135","9451221","clean_lower_boundary","clean_candidate","0.001216041506268084","Emacs:以管理员身份编辑当前文件 Leave a reply","Emacs: Delete the file that is associated with the current buffer","mismatch","1.0","中文关于以管理员身份编辑文件，英文关于删除文件，动作不同","",""
"DQ-0136","2168215","reject_stratified","reject_candidate","1.6314539607265E-05","紧接着肚子上又被狠踹了几下,再也站不住了,跪倒在地。","Stacking the file folders in a neat pile on his desk, he checked the time on his Blackberry.","mismatch","1.0","中文描述被踢肚子跪倒，英文描述整理文件，完全无关","",""
"DQ-0137","13896081","clean_lower_boundary","clean_candidate","0.001201891340315342","他说到那个父就想到了“丈夫 ” 。","“Your dad said that the only family of Dane’s he worried about was me.”","mismatch","1.0","中文关于想到父亲和丈夫，英文关于父亲担心某人，意思不同","",""
"DQ-0138","4169971","clean_lower_boundary","clean_candidate","0.0012113064294680953","妈妈的阴精开始喷出时,我便已经停止了动作,整个身子压在妈妈的身上。","Although she was on top, I was doing most of the work, and it was a labor of love.","mismatch","1.0","中文描述性行为，英文描述工作，完全无关","",""
"DQ-0139","2517926","clean_lower_boundary","clean_candidate","0.001216041506268084","Registrant Street: beijing","Street: 808 Brannan Street","mismatch","1.0","中文地址是北京，英文地址是旧金山，不同","",""
"DQ-0140","7755828","gray_lower_boundary","gray","1.64424945978681E-05","她家住在五楼,到四楼的时候,就看到明明的妈妈站在门口了。","As I learned later, she also threw glass ashtrays at other housemates, and kicked another housemate in the stomach.","mismatch","1.0","中文描述看到明明妈妈，英文描述扔烟灰缸，完全无关","",""
"DQ-0141","9366436","reject_stratified","reject_candidate","1.61875814228551E-05","最近是读到哪里啊?","Religion, or what is worshiped","mismatch","0.99","中文询问阅读进度，英文谈论宗教崇拜，语义无关","",""
"DQ-0142","13700148","reject_stratified","reject_candidate","1.6314539607265E-05","我冲进厨房里,搜寻看有没有合适的东西。","I fell back into the bed and laughed for the first time in awhile.","mismatch","0.99","中文描述冲进厨房找东西，英文描述跌回床上笑，语义无关","",""
"DQ-0143","1702417","reject_stratified","reject_candidate","1.61875814228551E-05","一想到这个问题,大脑条件反射般避开了去。","Then we were carried to the flat of the SS-man.","mismatch","0.99","中文描述大脑回避问题，英文描述被带到某处，语义无关","",""
"DQ-0144","12436690","gray_lower_boundary","gray","1.64424945978681E-05","上一篇:哪有卖砍刀的","Other : Chester's last season in the League","mismatch","0.99","中文是文章标题关于砍刀，英文是体育新闻标题，语义无关","",""
"DQ-0145","7024528","reject_stratified","reject_candidate","1.60616109496914E-05","我觉得有可能参与私有化和拆除VIE的基金,另外一个途径是在新三板上撒网。","He has a child on the way, and is in a dead-end thankless job as a high school teacher in the troubled economy of the American Southwest.","mismatch","0.99","中文讨论基金和投资，英文描述个人生活困境，语义无关","",""
"DQ-0146","1087566","reject_stratified","reject_candidate","1.61875814228551E-05","救生圈的租金。","This is the image of the palace.","mismatch","0.99","中文提及救生圈租金，英文描述宫殿形象，语义无关","",""
"DQ-0147","3201480","reject_stratified","reject_candidate","1.60616109496914E-05","房间的电话响了。","Chloe poked him playfully in the stomach.","mismatch","0.99","中文描述电话响，英文描述人物动作，语义无关","",""
"DQ-0148","4248231","gray_lower_boundary","gray","1.64424945978681E-05","“到时我向你借,然后我再借给那个老板 。 ”","I can’t see the bottom and I freeze, cling to the side, or just choke.","mismatch","0.99","中文是对话关于借东西，英文描述恐惧和窒息，语义无关","",""
"DQ-0149","9675035","gray_lower_boundary","gray","1.64424945978681E-05","她又是怎么逃出来的?","“This is how to do it?”","mismatch","0.99","中文询问逃脱方式，英文是疑问句但内容不同，语义无关","",""
"DQ-0150","5149465","clean_lower_boundary","clean_candidate","0.001201891340315342","File:GreatWall PSU.JPG","File:Gerrard Street, Toronto.JPG","mismatch","0.99","中文文件名与英文文件名不同，语义无关","",""
"DQ-0151","1056696","gray_upper_boundary","gray","0.0011786719551309943","欢迎来到AileenFoxter 的视频聊天室!","Live Cams Girls AngelaBella's Video Chat","mismatch","0.95","中文欢迎语与英文直播聊天室名称不同，人物和主题均不匹配","",""
"DQ-0152","12429478","reject_stratified","reject_candidate","1.6314539607265E-05","怎么制作简单好看的军刀","Do You Need An Attorney For A Civil Lawsuit","mismatch","0.99","中文关于制作军刀，英文关于民事诉讼律师，完全无关","",""
"DQ-0153","4203260","gray_upper_boundary","gray","0.0011972112115472555","megane1重要详情","Important details of TamaraPorter","mismatch","0.9","中文提及megane1，英文为TamaraPorter，人物不同，信息不符","",""
"DQ-0154","8876692","reject_stratified","reject_candidate","1.60616109496914E-05","我敢肯定她和某个男人上床后,立马就意识到了。","“No, nothing and I have an appointment myself with a client.","mismatch","0.98","中文表达与某人上床后的意识，英文为否定和预约客户，语义相反","",""
"DQ-0155","201336","reject_stratified","reject_candidate","1.61875814228551E-05","好容易止住咳,我回头一看,原来是那台历倒了。","I have gone to them for depression, anxiety, and insomnia, and mania.","mismatch","0.99","中文描述咳嗽和台历，英文关于治疗抑郁焦虑，主题无关","",""
"DQ-0156","9898415","reject_stratified","reject_candidate","1.60616109496914E-05","在网上买刀是货到付款吗","Is The Government Going To Raise The Debt Ceiling","mismatch","0.99","中文询问网购刀付款方式，英文关于政府债务上限，完全无关","",""
"DQ-0157","13282495","clean_lower_boundary","clean_candidate","0.0012065897462889552","当前位置 :首页 > 检测业务","Current Location :Home > Communication Corporation","mismatch","0.95","中文为检测业务，英文为通信公司，内容不同","",""
"DQ-0158","8428132","reject_stratified","reject_candidate","1.61875814228551E-05","酸奶是维持细菌平衡的.","But so is the case with the love of the father.","mismatch","0.99","中文关于酸奶维持细菌平衡，英文关于父爱，无关","",""
"DQ-0159","2691937","reject_stratified","reject_candidate","1.61875814228551E-05","妈妈继续说道,捏在腰部的力道又大了一些。","I had slept on the back of the Harley many times, so this was nothing new.","mismatch","0.99","中文描述母亲说话和腰部动作，英文关于哈雷摩托睡觉，无关","",""
"DQ-0160","614700","gray_lower_boundary","gray","1.64424945978681E-05","关于“五一节的由来”是这样的:","This plan will be developed by the student with the","mismatch","0.99","中文关于五一节由来，英文关于学生制定计划，无关","",""
"DQ-0161","9136064","gray_lower_boundary","gray","1.64424945978681E-05","“德外四虎不是四个人吗?","""Is the back of the restaurant covered?""","mismatch","1.0","中文询问德外四虎人数，英文询问餐厅背面是否覆盖，语义完全不同","",""
"DQ-0162","11552986","reject_stratified","reject_candidate","1.6314539607265E-05","·怎样在野外捕鱼","how to apply MBA in liba","mismatch","1.0","中文关于野外捕鱼，英文关于申请MBA，主题无关","",""
"DQ-0163","7194139","reject_stratified","reject_candidate","1.6314539607265E-05","他作为一厅之长,为人一向严谨,下属见了都有点害怕,只有女儿俪娜才和他显得亲热。","No, sir! This was a bonafide telescope, and it was going to be mine in a little over a month.","mismatch","1.0","中文描述厅长严谨和女儿关系，英文关于望远镜，语义无关","",""
"DQ-0164","202420","clean_lower_boundary","clean_candidate","0.0012113064294680953","DrugBossa的工作时间","Working hours of PinkDiamond","mismatch","1.0","中文关于DrugBossa工作时间，英文关于PinkDiamond工作时间，主体不同","",""
"DQ-0165","1795393","gray_upper_boundary","gray","0.0011832797899842262","19, 处女座, tokyo, onitsuka tiger","19, ORLANDO,FLA","partial","0.8","中文包含年龄19和地点东京，英文包含年龄19和地点奥兰多，部分信息重叠但地点不同","",""
"DQ-0166","8903635","gray_lower_boundary","gray","1.64424945978681E-05","基金的去向","Specials of the Week","mismatch","1.0","中文关于基金去向，英文关于本周特价，语义无关","",""
"DQ-0167","10933737","gray_lower_boundary","gray","1.64424945978681E-05","茹嫣走过去,其中一个很壮的抬起醉眼色迷迷的瞄着她。","I gave her a check, and I never thought any more of the matter.","mismatch","1.0","中文描述茹嫣和醉汉场景，英文关于支票和事情，语义无关","",""
"DQ-0168","363338","reject_stratified","reject_candidate","1.60616109496914E-05","钟嫣儿听完之后,十分兴奋地鼓掌道。","After that, Chariot hired a third-party that uses algorithms to trade currency.","mismatch","1.0","中文描述钟嫣儿鼓掌，英文关于Chariot雇佣第三方，语义无关","",""
"DQ-0169","4693948","reject_stratified","reject_candidate","1.60616109496914E-05","这个乱吃醋的变态同性恋!","This really is a very short time.","mismatch","1.0","中文骂变态同性恋，英文说时间很短，语义无关","",""
"DQ-0170","11287019","clean_lower_boundary","clean_candidate","0.0012113064294680953","贝尔格莱德5星级酒店","5-star Hotels in Sao Bento do Sapucai","mismatch","1.0","中文关于贝尔格莱德五星酒店，英文关于Sao Bento do Sapucai五星酒店，地点不同","",""
"DQ-0171","7852198","reject_stratified","reject_candidate","1.6314539607265E-05","“好的,这孩子在我们老两口这里也不习惯。","I have 40 tickets that our sponsor, The Spa at West End, gave to us.","mismatch","1.0","中文谈论孩子不习惯，英文谈论门票，语义无关","",""
"DQ-0172","6891351","reject_stratified","reject_candidate","1.61875814228551E-05","也正以为他们都生活的很幸福,所以他并没太着急与他们相见。","They were all hit by it and slammed back against the wall that was probably thirty feet behind them.","mismatch","1.0","中文说他们生活幸福不急于相见，英文描述被撞击，语义无关","",""
"DQ-0173","13401114","clean_lower_boundary","clean_candidate","0.0012113064294680953","File:Chuniaomugong.JPG","File:Alderleaf Mountain Mahogany.jpg","mismatch","0.95","文件名不同，指代不同事物","",""
"DQ-0174","10269733","gray_upper_boundary","gray","0.0011879054363816977","Pohotlivaya11的工作时间","Working hours of -ALESSANDRA-","mismatch","0.9","用户名不同，可能指不同人","",""
"DQ-0175","4634228","reject_stratified","reject_candidate","1.61875814228551E-05","叙利亚与伊斯兰国最新战事下载地址","The time difference between Syria and Cyprus is 0.196 decimal hours .","mismatch","1.0","中文关于战事下载，英文关于时差，语义无关","",""
"DQ-0176","455483","reject_stratified","reject_candidate","1.6314539607265E-05","交通信用卡如何转账","How To Get Skinny Fast Without Diet","mismatch","1.0","中文关于信用卡转账，英文关于减肥，语义无关","",""
"DQ-0177","504097","gray_lower_boundary","gray","1.64424945978681E-05","今晚,她们不光不在家里住,还面临着第一次和其他女子同床侍夫的考验。 姐妹俩打车来到了四环边的一片涉外公寓区的大门口儿,下车向一栋精美的白色两层小洋楼儿走去。","James turned the steering wheel and the lorry turned in a circle, the back of the lorry hitting the back of the car. The guy sitting at the window on the right went flying into the car, the guy on the left flew out of the window and down the cliff.","mismatch","1.0","中文描述姐妹去公寓，英文描述车祸，语义无关","",""
"DQ-0178","1040149","reject_stratified","reject_candidate","1.61875814228551E-05","对了,牛奶喝之前,一定要先拿出来解冻 。 ”","""So it was painful to get out of this beautiful body.","mismatch","1.0","中文关于牛奶解冻，英文关于身体疼痛，语义无关","",""
"DQ-0179","12069099","gray_upper_boundary","gray","0.0011879054363816977","车辆 - 维基百科,自由的百科全书","JikesRVM - Wikipedia JikesRVM","mismatch","0.95","中文关于车辆，英文关于JikesRVM，主题不同","",""
"DQ-0180","2336894","clean_lower_boundary","clean_candidate","0.001201891340315342","因本协议或本公司服务所引起或与其有关的任何争议应向人民法院提起诉讼,并以中华人民共和国法律为管辖法律。","This Agreement may be signed electronically or, as set out above, your access and make use of of the Services will manifest your consent to this Agreement.","mismatch","0.95","中文关于争议诉讼，英文关于协议签署，内容不同","",""
"DQ-0181","10671051","reject_stratified","reject_candidate","1.61875814228551E-05","过了好一阵子,她才张口说话,这时我的鸡巴早就软掉了。","Manicure, pedicure, and for the first time ever, she had a Brazilian wax.","mismatch","1.0","中文描述性行为后的反应，英文讲美容服务，完全无关","",""
"DQ-0182","588559","clean_lower_boundary","clean_candidate","0.0012065897462889552","第335章 . 赌徒心理","Appointment of general manager 335 .","mismatch","1.0","中文是章节标题，英文是任命总经理，内容不同","",""
"DQ-0183","2840453","reject_stratified","reject_candidate","1.61875814228551E-05","国家环保部的前任部长。","I kept out of sight of the classroom window.","mismatch","1.0","中文指环保部前部长，英文讲躲开教室窗户，无关","",""
"DQ-0184","1484095","reject_stratified","reject_candidate","1.61875814228551E-05","听了小天的话,妈妈似乎松了一口气,而文龙哥哥的嘴角则微微上翘了起来。","We drove to the hunting cabin, @ 15 minutes, and the talking was just about neighborhood things and general talk.","mismatch","1.0","中文描述人物反应，英文讲开车去狩猎小屋，无关","",""
"DQ-0185","3346861","gray_upper_boundary","gray","0.0011832797899842262","(函数模板 ) [ edit]","[edit ] Container data races","mismatch","1.0","中文是函数模板编辑，英文是容器数据竞争，无关","",""
"DQ-0186","7429244","gray_upper_boundary","gray","0.0011879054363816977","他在盼望另外一个新人来帮助他。 丈夫控告妻子,我们的婚姻完了,都是她不认罪。","David did not reject Bathsheba, adding another wrong to his account. David made Bathsheba his wife, and from that union came King Solomon.","mismatch","1.0","中文讲婚姻破裂和认罪，英文讲大卫和拔示巴，无关","",""
"DQ-0187","3586397","reject_stratified","reject_candidate","1.6314539607265E-05","如何保持身心健康","How to Draw a Medieval Castle","mismatch","1.0","中文问如何保持身心健康，英文讲画中世纪城堡，无关","",""
"DQ-0188","11451761","reject_stratified","reject_candidate","1.60616109496914E-05","耐磨带是什么?","How Long is the Visa Valid For?","mismatch","1.0","中文问耐磨带是什么，英文问签证有效期，无关","",""
"DQ-0189","12960994","gray_lower_boundary","gray","1.64424945978681E-05","妈妈触电一般的吐出我阳具,打着胸脯干咳一阵。","I watched until they were out of sight, then went back in the house.","mismatch","1.0","中文描述性行为后的反应，英文讲目送人离开，无关","",""
"DQ-0190","3793656","gray_lower_boundary","gray","1.64424945978681E-05","“啪”他狠狠的挨了一个大嘴巴。","The girl turned back with a smile.","mismatch","1.0","中文讲挨打，英文讲女孩微笑回头，无关","",""
"DQ-0191","3925866","clean_lower_boundary","clean_candidate","0.0012113064294680953","1、向搜索引擎目录提交网站","Your site will plummet to the depths of the unvisited web.","mismatch","1.0","中文是关于提交网站到搜索引擎目录，英文是关于网站沉没到未访问的深处，意思完全不同。","",""
"DQ-0192","4872540","gray_lower_boundary","gray","1.64424945978681E-05","唇边吻了一下,就想要退开,可是却被黑俊玮给用力的抱住,而后更加加深了这","They are unnerved by the use of such terms, but as years, and months, and thats why they laugh.","mismatch","1.0","中文描述亲吻和拥抱，英文描述对术语的不安和笑，内容无关。","",""
"DQ-0193","9925543","gray_lower_boundary","gray","1.64424945978681E-05","摩尔多瓦共和国议会","3 Kingdom of the Netherlands","mismatch","1.0","中文是摩尔多瓦共和国议会，英文是荷兰王国，实体不同。","",""
"DQ-0194","12654092","reject_stratified","reject_candidate","1.61875814228551E-05","来到公司只有我一个人把雨伞拿出来晾干。","Not one of my favorite Venom covers for sure.","mismatch","1.0","中文是关于在公司晾伞，英文是关于不喜欢的漫画封面，无关。","",""
"DQ-0195","12099864","gray_lower_boundary","gray","1.64424945978681E-05","我这是要做未来的大圣人,没有一个与众不同的象形,那可不行 。 ”","""I should much like,"" she said, ""to be a nurse at a hospital.""","mismatch","1.0","中文是关于成为圣人和象形，英文是关于想当护士，无关。","",""
"DQ-0196","7026377","gray_upper_boundary","gray","0.0011832797899842262","「我不要他带,我要小蝶 。 」","Mark is watching cartoons, and I don’t want him to hear me crying.","mismatch","1.0","中文是关于不要他带要小蝶，英文是关于马克看卡通和不想被听到哭，无关。","",""
"DQ-0197","7618436","reject_stratified","reject_candidate","1.6314539607265E-05","现在我就给你种上。","Then when I get home I'm going to purposely sleep.","mismatch","1.0","中文是现在给你种上，英文是回家后故意睡觉，无关。","",""
"DQ-0198","8042546","reject_stratified","reject_candidate","1.6314539607265E-05","公公和他不一样,玩过女人不少,可是有两个固定的情人。","It was beautiful, but there were tourists everywhere, the logical part of me argued.","mismatch","1.0","中文关于公公和情人，英文关于美丽和游客，无关。","",""
"DQ-0199","12151039","reject_stratified","reject_candidate","1.61875814228551E-05","两个版本都各有各的feel。","The two winners will be contacted via email.","mismatch","1.0","中文关于两个版本各有感觉，英文关于获胜者联系，无关。","",""
"DQ-0200","13615589","reject_stratified","reject_candidate","1.61875814228551E-05","“法律中有一个婚姻法知道不?","Perhaps there is a way you are able to remove me from that service?","mismatch","1.0","中文关于婚姻法，英文关于移除服务，无关。","",""
"DQ-0201","5577119","clean_lower_boundary","clean_candidate","0.001201891340315342","严兄弟,看来你和我一样,对这信用看的很重啊 ! 」 萧肃言点头,<br />认可了我的决定。","“Thank you,” she replied and carried on looking. <br />Joey wanted to go into meltdown at this scene that was taking place in his honor.","mismatch","1.0","中英文内容完全无关","",""
"DQ-0202","13556120","gray_lower_boundary","gray","1.64424945978681E-05","其实,这里就留下了一个很大的口子,这也是做业务非常精妙的地方,以后再细表。","I do think people have a right to privacy, and that if I’m going to expose anyone it’s going to be me.","mismatch","1.0","中英文内容完全无关","",""
"DQ-0203","10950152","reject_stratified","reject_candidate","1.61875814228551E-05","局长个人工作总结","Type Of Personal Loan","mismatch","1.0","中英文主题完全不同","",""
"DQ-0204","5562333","reject_stratified","reject_candidate","1.61875814228551E-05","果然,我的预感变成了现实。","""No, my worthy blue-baggist.""","mismatch","1.0","中英文内容完全无关","",""
"DQ-0205","11565941","reject_stratified","reject_candidate","1.61875814228551E-05","她做爱也不少了,可是老公的阴茎小,插入时也没有松的感觉。","I didn’t know too much about it, but I do remember that we had a lot of relatives in Detroit.","mismatch","1.0","中英文内容完全无关","",""
"DQ-0206","7358922","clean_lower_boundary","clean_candidate","0.0012113064294680953","浅析HPPD类除草剂中的新成员—环磺酮 2016-08-26","The Importance of Formulation Design 2016-08-26","mismatch","1.0","中英文主题不同","",""
"DQ-0207","5101258","gray_lower_boundary","gray","1.64424945978681E-05","司机从窗户里探出脑袋大叫着。","She walked out of the room without another word.","mismatch","1.0","中英文内容完全无关","",""
"DQ-0208","329228","gray_upper_boundary","gray","0.001192549243569374","超声波处理污泥技术","Equipment for Biological Treatment of Water","mismatch","1.0","中英文主题不同","",""
"DQ-0209","8264628","clean_lower_boundary","clean_candidate","0.001216041506268084","KirstenBlush重要详情","Important details of -CALYPSO-","mismatch","1.0","中英文内容不同","",""
"DQ-0210","4597592","reject_stratified","reject_candidate","1.6314539607265E-05","母亲原来是南方人,是一名医生。","It was a very beautiful city.","mismatch","1.0","中英文内容完全无关","",""
"DQ-0211","4538195","clean_lower_boundary","clean_candidate","0.0012065897462889552","自慰时想的最多的就是她的前男友。","She gave him her reading of the matter.","mismatch","1.0","中文关于自慰时想前男友，英文关于她给他读东西，语义完全不同。","",""
"DQ-0212","4974783","gray_upper_boundary","gray","0.0011832797899842262","既年轻帅气的小鲜肉,又富有成熟男人的味道。","and not the young, horny teenager who used to fuck his mother and","mismatch","1.0","中文描述年轻帅气且有成熟男人味，英文片段涉及年轻性欲旺盛的少年，语义无关。","",""
"DQ-0213","4520091","gray_lower_boundary","gray","1.64424945978681E-05","如何 接吻","How to Cook Asparagus","mismatch","1.0","中文是如何接吻，英文是如何煮芦笋，主题完全不同。","",""
"DQ-0214","13639753","clean_lower_boundary","clean_candidate","0.001216041506268084","xingbaijc.com Click to buy","bosfansedge.com bosfansedge.com","mismatch","1.0","中文是购买链接，英文是另一个网站名，内容无关。","",""
"DQ-0215","8483752","clean_lower_boundary","clean_candidate","0.001216041506268084","Grand Canyon Mule Tours by Xanterra(大峡谷国家公园)","Best Omelettes in Grand Canyon National Park, AZ Review","mismatch","1.0","中文是大峡谷骡子旅游，英文是大峡谷煎蛋卷评论，主题不同。","",""
"DQ-0216","11641640","reject_stratified","reject_candidate","1.61875814228551E-05","有,那些金针扎进去,比要我的命还难受。","""Yes, yes, and she is glad to know - she approves of it.","mismatch","1.0","中文描述金针扎入的痛苦，英文表达她高兴并赞同，语义无关。","",""
"DQ-0217","6497685","reject_stratified","reject_candidate","1.61875814228551E-05","“是的,E利博娱乐场取款额度 是在寻找漏洞。","Blog not found Sorry, the blog you were looking for does not exist.","mismatch","1.0","中文涉及赌场取款漏洞，英文是博客不存在，内容无关。","",""
"DQ-0218","5822896","reject_stratified","reject_candidate","1.60616109496914E-05","是等太久了让壮尸或是村民追上,再像脱身就难上加难了。","She was entering her fourth year in the navy and had planned to make a career out of the military.","mismatch","1.0","中文描述被僵尸或村民追上难以脱身，英文描述海军服役计划，语义无关。","",""
"DQ-0219","5754267","clean_lower_boundary","clean_candidate","0.0012065897462889552","一个老头赢了你,你都不在乎了。","“No, you don't!”","mismatch","1.0","中文说老头赢了你不在乎，英文是“不，你不”，语义不同。","",""
"DQ-0220","4320552","reject_stratified","reject_candidate","1.6314539607265E-05","所以,雁鼎湖山庄的内部所做的改动并不大,基本上保持了原有的疗养院结构。","For a second, I was back at the top of the water tower in my dream, bracing for an attack.","mismatch","1.0","中文描述雁鼎湖山庄内部改动不大，英文描述梦境中的水塔，语义无关。","",""
"DQ-0221","8456237","reject_stratified","reject_candidate","1.6314539607265E-05","我看了不出声,小弟弟却开始跳动了。","I kissed it, and marveled at how fleshy and sweet it looked.","mismatch","0.99","中文描述观察和弟弟的动作，英文描述亲吻和外观，语义完全不同","",""
"DQ-0222","6924212","gray_upper_boundary","gray","0.001192549243569374","Celebration Cruises of Santa Barbara day trips附近的景点","Restaurants near Santa Barbara Scenic Drive","mismatch","0.95","中文指景点，英文指餐厅，主题不同","",""
"DQ-0223","9601839","gray_upper_boundary","gray","0.0011786719551309943","我挤出两个字。","“Those are good words.”","mismatch","0.98","中文说挤出两个字，英文说那些是好词，意思相反","",""
"DQ-0224","9818330","gray_upper_boundary","gray","0.001192549243569374","那条路上的确如淳风所说,并不安全。","""I should, indeed, like to","mismatch","0.99","中文说路不安全，英文是未完成的句子，无关联","",""
"DQ-0225","7637554","reject_stratified","reject_candidate","1.60616109496914E-05","男子凌厉的双眼中,眼中充满了不敢置信与化不开的复杂情绪,以及一丝的","We have micrology and micrography, approaches to the study of the small, as well as macrology and macrÃ3graphy, the examination of the large.","mismatch","0.99","中文描述男子眼神，英文讨论微观和宏观方法，无关","",""
"DQ-0226","4705245","reject_stratified","reject_candidate","1.60616109496914E-05","因此问题的关键在于电台的内容和素质。","The Broncos are close to the bottom of the league in pass defense.","mismatch","0.99","中文说电台内容素质，英文说橄榄球防守，无关","",""
"DQ-0227","7892417","clean_lower_boundary","clean_candidate","0.0012065897462889552","jahong的工作时间","Working hours of BellaLovely","mismatch","0.95","中文指jahong的工作时间，英文指BellaLovely的工作时间，主体不同","",""
