"review_id","source_line","zh","en","review_label","reviewer_notes"
"DQ-0231","12814545","LILYTH-DARK的工作时间","Working hours of ChristyRay1","",""
"DQ-0232","11139383","公寓配备了一台电视。","The rooms are fitted with a shared bathroom.","",""
"DQ-0233","3330495","我认为这是匈牙利战役拖得很久的原因所在。","General Har I think is part of the royal family or something and controls the army.","",""
"DQ-0234","13089676","叶竹兰低着小脑袋胡思乱想起来。","This money was located in his apartment.","",""
"DQ-0235","9201064","当火星撞上地球是什么状况?","What Is The Best Psychic Line To Work For","",""
"DQ-0236","13905691","插穿了男人肚皮的那头壮尸忽然转身,头也不回地朝着丛林深处走去。","missionary, and were full of regret that papa had not heard, in the first instance, the interesting things which","",""
"DQ-0237","2975664","等她终于挪到了沙发前,已是气喘嘘嘘,满身香汗了。","Marilyn was 3 years old when she was brought to a malnourishment clinic in Haiti.","",""
"DQ-0238","6371068","她知道该如何快速达到高潮,只是我还不太适应。","I hated to ruin her mood, but I had to do this.","",""
"DQ-0239","7167681","我嘴上答应着,就走出房间,并随手将门关了,立即跑进了卫生间把水打开。","Darkspawns rushed out of the treelines, swarming into the battle and killing anyone and everyone they got to.","",""
"DQ-0240","10849215","圣文森特和格林纳丁斯","EPF and The Industry","",""
"DQ-0241","5567640","JaniceRayne的工作时间","Working hours of sk-santelei86","",""
"DQ-0242","8658197","阳光的明亮更让一切幻入薄薄的雾中,时隐时现。","The workers are all the time pleased to assist, and are very prompt","",""
"DQ-0243","14138700","Anngelline重要详情","Important details of OdryCaste","",""
"DQ-0244","3020384","Bad Boy特攻 Bad boy dak gung(2000)","High Fidelity (2000) ... Production Company","",""
"DQ-0245","7373101","拉脱维亚苏维埃社会主义共和国国歌","Leaders of Ukraine Leaders of the Soviet Union","",""
"DQ-0246","12000155","迎向未知的天空","Back to the dinner.","",""
"DQ-0247","5097261","200 million[69] 惠特妮·休斯顿","Eniwa South High School [69]","",""
"DQ-0248","1538020","(三)等待期限的长短","With the rising cost of the loss.","",""
"DQ-0249","11517767","Kindan Gems Jewellery附近酒店","Hotels near Cavadurli Station","",""
"DQ-0250","10163789","女警官当然不同意了。","They did not kill the prisoners of war afterwards.","",""
"DQ-0251","8074615","·世界上最好的长刀","Growing Grapes In The Southwest","",""
"DQ-0252","1533116","Thorold挂牌上市房地产—CENTURY 21 Canada CENTURY 21 Diane Walker","Homes for sale in Oakville, Real Estate Listings - CENTURY 21 Canada CENTURY 21","",""
"DQ-0253","8566525","若是以爲不自由环境裏的自由高於自由环境中的自由,外在环境已经成爲可以决定内在自由价值的要素。","In a sense, it is the fact that there are unCatholic types behaving in a Catholic way which proves the power of the culture.","",""
"DQ-0254","2047602","Q1: 如何加入皇冠官网?","Q1: What time does the festival start?","",""
"DQ-0255","7367874","你在监视我吗?","“Where are you parked?”","",""
"DQ-0256","7456086","仿佛听见你在歌唱 琵琶轻响","If you were an NCO you were like a politician.","",""
"DQ-0257","9612447","家里就剩下我和两个姐妹。","Cat looked at me and frowned.","",""
"DQ-0258","9141058","两个女人在前,侯龙涛断后,他们已经出了大门。","""Fuck off, losers,"" Benji said, rinsing off quickly and hurrying out of the showers to dress.","",""
"DQ-0259","12159740","下面是保存记录时所需的典型的工作流。","Validates that the attribute value is a number.","",""
"DQ-0260","8437166","文森高兴的说着,手还紧紧的握","to say that there is an unchristened child in the house","",""
"DQ-0261","9033084","唉,回去怎么向妈妈交待,她可是叫我好好保护你的。","I got to the Pier about 15 minutes early, and sat, and waited.","",""
"DQ-0262","7889574","在黑洞洞的枪口下,阿威不得不照办了,一颗心直沉到了脚底。","At midnight the wind began to rise, and a rustling sound was heard at the foot of the tree.","",""
"DQ-0263","1639831","在IWC万国表踏出第一步","The price in the above form is RMB.","",""
"DQ-0264","1607554","“日本人要毛尸做什么?","What have the cops got to do with us?","",""
"DQ-0265","699865","(二)证实登记确有错误的材料;","a) supervise the payment system in the Republic of Moldova;","",""
"DQ-0266","1293619","闪婚啊! 这让我想到一个习惯用语:around the corner.","One of the goals of the program was to keep families together.","",""
"DQ-0267","734306","芬蘭交通 - 维基百科,自由的百科全书","Abortion in Montenegro - Wikipedia","",""
"DQ-0268","11898928","我要克服我在大学里那个我讨厌的气氛!","There are a lot of things I want to do in this holiday.","",""
"DQ-0269","8372252","如何 吹口哨","How to Draw Buildings","",""
"DQ-0270","2668731","诸城广源屠宰机械有限公司","Zhongshan Guangrun Lighting Co., Ltd.","",""
"DQ-0271","13002011","压抑越久,那么就越是变态。","She opened the next locker, then sighed.","",""
"DQ-0272","5047750","你知道大法弟子的圆满是一个多么伟大的事情?","How do you know what is too little or too much?","",""
"DQ-0273","12717829","我真的就想要她。","I did not want her to cum.","",""
"DQ-0274","6999666","同时更加强化了他对睡眠的反感,宝宝也就越发不肯午睡了。","One Yoga exercise is to take a deep breath, and hold the right nostril with thumb and finger.","",""
"DQ-0275","13322150","声援巴勒斯坦人民国际日","United Nations' International Day of Persons with Disabilities","",""
"DQ-0276","9422214","下面给利伴网 小编为您介绍一下。","The tomato is a very expensive to insure.","",""
"DQ-0277","11497684","我很想念妈妈,无法让我快活起来。","managed to at least free his cock, and I was very pleased.","",""
"DQ-0278","2149306","警察把资料递给了博士。","Contribute to the funds of the party.","",""
"DQ-0279","1825814","请问师尊飞天艺术学院在台湾设立分校的目地是什么?","What is the sin that took place in the Garden of Eden?","",""
"DQ-0280","1192318","龙涛,你怎么会对不起我呢?","Can you tell me anything about Mother's symptoms?""","",""
"DQ-0281","9674084","一件艺术品的完整性是很重要的。","I swear I'm like the definition of a poser.","",""
"DQ-0282","6253724","原以为事情到此为止了。","And indeed that was the most agreeable part of the whole story.","",""
"DQ-0283","3376124","前往国贸大厦的公交车很多,颜尚投了一元硬币,上得一辆公交车。","They were yellowed old letters, and on the top of the package there was a worn daguerreotype-case with broken clasp.","",""
"DQ-0284","4844677","女人的未来是什么?","“Which is the boy?”","",""
"DQ-0285","7183629","没用多久,终于出了林子,我们看到了万金山所说的那道裂沟。","Now I was thinking, “Great, we can’t climb OUT the window, because of the burglar bars.","",""
"DQ-0286","10188282","他拼命的点点头,这时候解决身体问题是最大的事情。","kitchen, clutching his head and staring out of the window into the back garden.","",""
"DQ-0287","5125506","其中的“有意者请联系”是可以不写的。","She is one of the most booked coaches I know.","",""
"DQ-0288","12687718","Ben, blogging: December 2006","Ben, blogging: July 2007","",""
"DQ-0289","4276926","心中的怒火已经忍耐了好久好久,我狠狠地将马卡娜往前顶,撞的桌子咯吱咯吱地响个不停。","I hadn’t seen Kylie and Simone for years, and the prospect of meeting Chris in the flesh for the first time was a bit daunting.","",""
"DQ-0290","4366833","可就在几个月以前,我妈她交了个男朋友,现在弄的要结婚,我为这事跟她吵了好几回。","7 Then I went to the Euphrates, and dug, and I took the loincloth from the place where I had hidden it.","",""
"DQ-0291","8820925","等他清醒过来之后,他发现珺梅已经不在了,但是浴室里传出的水声,他知道珺梅此时正在浴室里清洗身体。","In the tense ten years when he was Adolf Légalité, he threatened it so often that he gave the party leaders the jitters, wondering what they would do i f he carried out his threat.","",""
"DQ-0292","9446740","一 你我相隔一冬却是相离一生 . . .","This is a liberated website content manoeuvre that you crapper do anytime.","",""
"DQ-0293","10089505","Gizmode pcバッグ gmpc-002 意见: 533","France political map Views: 471","",""
"DQ-0294","5495522","泄身过后的妈妈俯身躺在他的怀里大口大口的喘气,整个后背都是密密麻麻的汗水,高耸的大奶子压在他的胸膛上,身子随着胸口起伏微微的颤动。","The middle Hayes was very handsome in a smooth urbanite way with his tailored suit, silk tie, and clean-shaven face, and his complexion was the light tan of a man who was mostly indoors and only had the Texan sun on his face during weekends.","",""
"DQ-0295","4581522","(Fidai Mahaz指挥官 ) [ 31]","Civilian casualties (2001–2003) [ edit ]","",""
"DQ-0296","1748064","期刊简介","Golfer Of The Year","",""
"DQ-0297","11860778","色情电影有哪些","What is an ntstandby booking?","",""
"DQ-0298","5082232","心梅害怕极了他即将说出的话会很可怕。","A fierce rage on a sudden seized Arthur so that he scarcely knew what he was about.","",""
"DQ-0299","4122864","欢迎光临小店","Moving to the USA?","",""
"DQ-0300","12906628","赶紧抹了一把脸,带着文件就匆匆开车奔领馆去了。","The resulting amalgam was always a noun-verb, and inflected according to the ordinary rules.","",""
"DQ-0301","9095986","时而停下,依偎在恋人身旁,忘身山川之间。","I was furious, and responded, “I will fight to the end.","",""
"DQ-0302","4056399","她这个作母亲的除了为爱儿感到骄傲外,她就不为爱儿所迷吗?","Not a fan of smart bombs in general, but that was...","",""
"DQ-0303","4587763","请求的 URL : / photo-15-2.aspx","Requested URL: /bottles/white-stout.aspx","",""
"DQ-0304","4217893","Q1: 请问各个游戏的注额为多少?","Q4: How about the color of HPML002?","",""
"DQ-0305","3587174","随后成为linux内核开发小组中的重要成员。","Meet a member of the opposite sex.","",""
"DQ-0306","2402371","如何让客户关系焕发新生?","Get The Power To Know® on the go.","",""
"DQ-0307","12041207","里流浪呢,大周打下了江山,他官拜殿前都点点,总掌全国的兵马,也算是一人","It was the second in just over a month to strike one of the Shiite group’s bastions of support, and the deadliest in decades. Responder Miguel","",""
"DQ-0308","12245292","总统直选对宪政运作之影响 .","""OK Go: Of the Blue Colour of the Sky"" .","",""
"DQ-0309","7777568","BellaLovely的工作时间","Working hours of MalayaNyasha","",""
"DQ-0310","12729881","您申请的职位:","BLSR stands for:","",""
"DQ-0311","328921","你为什么要捉他?","How much did you enjoy it?","",""
"DQ-0312","10810964","排法是将3个小面团排在模型中间,","Only eight municipalitiesÂ provide Â 82% of the drinking water in the United States.","",""
"DQ-0313","1966036","德国驻华大使馆","Infectious Diseases of Germany","",""
"DQ-0314","7996692","澳门由中国秦朝起已经是中国领土,中国元朝海军长期在珠三角附近巡逻。","In 1974, Macao was established as a Chinese territory under Portuguese administration; the Chinese refused to accept the return of the territory at the time.","",""
"DQ-0315","360297","Hot_Nicky30的工作时间","Working hours of 2GLAMOURtrans","",""
"DQ-0316","2077618","CaseyFox的工作时间","Working hours of Karlaguci","",""
"DQ-0317","8939075","我们在做决策时,尤其是重大的决策时,都希望自己能够理智地分析情况,然后做出更好的选择。","Hopefully, I'll be able to get more involved with Endeavor in the future, and we've made plans to meet up when he comes to San Francisco!","",""
"DQ-0318","6496224","妇女节是在玫瑰星期一的前一个周的星期四,另外还有妇女节星期六。","The university was re-opened on 17 November 1945 as one of the first in the British occupation zone .","",""
"DQ-0319","3956902","上海北湖建设工程有限公司","Wujiang Jinhua Cleanroom Project Co., Ltd.","",""
"DQ-0320","13959225","10 如何选择人才","How to Get Soft Hair","",""
"DQ-0321","12394310","·如何用渔网捕鱼","How To Prevent Gas Bloating With Diabetes","",""
"DQ-0322","11980298","那么初中语文课该怎样上呢?","So what exactly is CPA Internet?","",""
"DQ-0323","6812360","吉祥侧过脸来,说能不能吻你一下,我说讨厌。","But no matter how, I can't increase my yield.","",""
"DQ-0324","7810353","黑木耳是好东西。 为什么呢?","This is a bag of heart attack cancer.","",""
"DQ-0325","5058255","网上能买到狗腿刀吗","Can I Deduct Medicare Insurance Premiums","",""
"DQ-0326","1836354","我在念书的时候,曾经听过她的一个讲座,那个讲座从开始到结束,没有一个人中途退场,所有人都听得如痴如醉。","Shortly before midnight, I proposed a crazy idea to Cheryl and Eliza--let's get out of the tub, put on some warmer clothes, and go tromping around the woods in the dark.","",""
"DQ-0327","4432693","田文芝当即表态说 : “ 你放心去吧, 小军就交给我们了。","""You have asked me to tell the truth,"" he said coldly, ""and I have done so.","",""
"DQ-0328","13559604","阿基米德在世的时候,对球积的求法有着很深的研究。","Investigators had a difficult time pinpointing the source of the illnesses, Englejohn said.","",""
"DQ-0329","7844218","深圳激光脱毛哪家好?","Is a consultation necessary for Laser Hair Removal?","",""
"DQ-0330","7953924","用你的大棍子贯穿我吧 . . .","Spend some absolutely free time with your kids.","",""
"DQ-0331","13807615","说着,拿起母亲的手,朝自己脸上连扇几巴掌。","He shook out a couple of the pills, recapped the bottle, and tossed it back in his bag.","",""
"DQ-0332","9241365","那股蓝烟依旧在狠力干着他的屁眼,很快这个壮硕的猛男科学家便已经被操得口","Her hair was still a huge mess, and she was wearing the same thing she had been this morning.","",""
"DQ-0333","9078898","在奥涅金余下的人生里,将只有无尽的孤寂、无尽的悔恨。","There will be a marked acceleration in the number of signal boxes decommissioned each year.","",""
"DQ-0334","8455103","Tech Name: SUN XIJUN","Tech Name: DNS Manager","",""
"DQ-0335","7616693","很多事不是努力就能做到的。","The skeptic argues Christina did not have a lot of competition.","",""
"DQ-0336","7505833","透过护士站门边的窗户,从","You go in consequence of the breaking up of the family.""","",""
"DQ-0337","9158275","我怎麽不是好人了?","“Who am I to marry?”","",""
"DQ-0338","5807482","请求的 URL : / showtopic-1987.aspx","Requested URL: /s3/repzioproductimages/1268/tpb-wm_lg.jpg","",""
"DQ-0339","7891427","是的,这女人确实是去参加一个时尚派对,她叫费雯莉,她正要前往位于城北的利贤庄园,参加厉家组织的派对。","The teacher started asking me a lot of bizarre questions and in the end announced that she was going to leave her husband and come follow me, because the Dhamma I taught was so amazing.","",""
"DQ-0340","7492670","只是,在短暂的风情外露之后,她的脸上却充满着愁容。","I came to know that he died suddenly of renal failure, after a brief illness.","",""
"DQ-0341","9380392","eo.wikipedia.org上的用途 Orakola osto","Usage on zh.wikipedia.org","",""
"DQ-0342","9288718","正是三藏的心窝窝中,深藏着、压抑着同样的幻想,老猪的话,只不过是跟自己引起了共鸣、跟老猪在心里面互相追捧。","The `Resolution', as it was called, which was widely published in the newspapers of the day was in fact a declaration of war, and was so accepted by the master class.","",""
"DQ-0343","13221941","半年以后我将一个人孤零零地生活,这跟现在的场景相差太大了,我简直无法想象。","I was on fire, I was about to yell at him but the girl, who is most likely a year younger than me, spoke up.","",""
"DQ-0344","13192225","KaelynDiva的工作时间","Working hours of AnyelineThong","",""
"DQ-0345","4299765","完事之后我还躺在床上,她却起来穿衣服。","When I ride it, I have the soundtrack of Endless summer in my mind.","",""
"DQ-0346","2354666","你对九阳公司选择经销商的条件如何评价?","How do you offer more engagement without the sales pitch?","",""
"DQ-0347","4473665","这和过年时当时的情景一模一样啊。","The crew stood around a man lying prone at the base of the mid-mast.","",""
"DQ-0348","2592651","造成病人不舒适的外因有哪些?","What are the differences between COM architecture and.NET architecture?","",""
"DQ-0349","12746658","于是父亲提出离婚,把房和车留给了母亲。","The road to Chicago completes the system, and the Baltimoreans The House of Refuge--Baltimore.","",""
"DQ-0350","10612332","老公,都是我的错,这几个星期我光记得工作而把忘","I was only twelve; and I dreamed of cannibals for weeks.""","",""
"DQ-0351","1652613","回到饭店,我还算好,他们几个就很狼狈了。","John, I'm sorry if this reads a bit like a police report","",""
"DQ-0352","3062310","怎样制作刀具","How To Decrease Your Debt","",""
"DQ-0353","11283912","转身回到船舱,整整 一夜她都没有回来,在凌晨的时候,依稀在梦里见过她。","The cold is a bit much but when I switch back to warm water I can feel myself sweating, in the shower, at five in the morning.","",""
"DQ-0354","7106862","我开口道,这次其实我也不知道我为什么要道歉。","An Italian nun is a singing sensation, and I don't care.","",""
"DQ-0355","9240900","如何注册成为会员","How to Control UISearchBar Background Color","",""
"DQ-0356","3929897","·赢话费的游戏大厅都有哪些","What Are The Debts Of Countries","",""
"DQ-0357","4151545","数百人一起站起来盯着自己看,那感觉那场面,真的非常具有威慑力。","And I ended up wearing a bachelorette sash and my visor and sunglasses, and yeah, it was ridiculous.","",""
"DQ-0358","9243389","真的这么急吗?","Was it really God’s voice?","",""
"DQ-0359","13615292","儿童减肥危害 96.","Lack of Direction 96.","",""
"DQ-0360","7307234","几次去阿鲁巴都是待在棕榈沙滩的高处。","We do hope to serve you again on one of your visits to Aruba.","",""
"DQ-0361","247030","而当我离开公司后,我希望我能以公司为荣。","I used to ride my bike a lot and when I met my wife, I met her through bike riding.","",""
"DQ-0362","8702686","二十、 她可能觉得自己确实有点过了,就把车靠在路边停了下来。","Down the side of the rock there are broad ledges, and it is on one of these that the market-place is built.","",""
"DQ-0363","3698838","在饭店门口,有刘唯山的弟子负责","It had to be put at the end of the book...","",""
"DQ-0364","8750687","倒扁总部29日晚公布的最新行程如下:","Some of the terms of the agreement are as follows:","",""
"DQ-0365","6575537","收藏到了《笑傲江湖的文件夹》","Basically the line colour of the pointerGuide.","",""
"DQ-0366","13913252","在夜幕降临以前,要回家是太远了,但是到城里去也不近。","But she laughed, and said it was not a ruby at all, but only a red stone.","",""
"DQ-0367","1584095","·最新版捕鱼机","Instagram Categories of the day","",""
"DQ-0368","14123901","姚婧回房就悃了,小孩子的身体,总是睡得多些。","When a new poll is put up, the old one is replaced.","",""
"DQ-0369","8652342","并且反锁上了房门。","""And the baby?""","",""
"DQ-0370","9673668","作为外国人我就去了第六回大邱达西区的多文化庆典","It’s 9min walk to the entrance of Daegu Arboretum.","",""
"DQ-0371","1695136","如何 让男人彻底爱上你","Related wikiHows How to Get Prescribed Xanax","",""
"DQ-0372","774825","从衣领里伸进去,那一双硕大的乳房沉甸甸的,攥在手里轻轻地揉着。","All maintained a solemn silence, listening to the words of the President, who held a mallet in his hand.","",""
"DQ-0373","5085708","990990开奖中心藏宝阁神算了","← Back to Asian Center for Journalism","",""
"DQ-0374","7911629","中国卖刀最好的地方在哪里 . . .","What Is The Best Finance Company To Work For","",""
"DQ-0375","4847579","于是,那伙人就去秃子金家查。","Today, I went to the beach with my children.","",""
"DQ-0376","5573940","你终于肯将就的时候,却连可以将就的对象都没有了。","But you can't, because your dental plan doesn't cover that.","",""
"DQ-0377","13770117","捕鱼达人在线版","Click on one of the retailers below","",""
"DQ-0378","13593080","死者灵魂相信并依托佛教极乐","and labor served the interests of the state.","",""
"DQ-0379","1339657","尽管那是一件让女人兴奋无比的事情。","I figured it was probably a neighborhood kid.","",""
"DQ-0380","393","如何 从Soundcloud上下载歌曲","How to Eat a Pomegranate","",""
"DQ-0381","5048167","Hedley挂牌上市房地产—CENTURY 21 Canada CENTURY 21 Judy Klassen 寻找物业","Homes for sale in Pigeon Lake, Real Estate Listings - CENTURY 21 Canada CENTURY 21","",""
"DQ-0382","11210023","下一篇:捕鱼达人辅助吧","Secured Loans For People In Debt Management","",""
"DQ-0383","8765765","陈平在陈俪娜的乳头上画着圈儿,就看到女儿望向一边,顺着她的目光,那个令人惊奇的画面让他感到了心灵的震撼。","A favorite one was at Koamano, on the mainland, and another was at Maiaukiu, the small islet just abreast of the valley of Waipio.","",""
"DQ-0384","9182554","歌剧院讲解的入口在地下一层,售票处也兼任存包处。","We then headed on to the European Parliament, which serves as the headquarters of the European Union.","",""
"DQ-0385","2609860","今天,跟往常一样,她一个人坐在小屋前的院子里。","Jackson was sitting on the bottom step of the bus.","",""
"DQ-0386","7883970","而我则送了一套香水给她。","And I want him to fuck me.""","",""
"DQ-0387","5168549","将军知道女儿已体味出自己的心情。","He was in the Air Force when he was baptized at age 21.","",""
"DQ-0388","5424097","那个关键在哪里?","This is the Lord’s declaration.","",""
"DQ-0389","1747504","飞机开始在跑道上加速滑行了。","I roughed them up on the regular, I guess.","",""
"DQ-0390","3257422","Sophiaacat重要详情","Important details of JessyBrun","",""
"DQ-0391","3375603","如何 仔细清洁车辆","How to Print Double Sided","",""
"DQ-0392","1617855","说着便伸出右手来,轻轻的按在侯龙涛的脸上,向外一推。","I took one of the mangled flash cards from a bergen pocket, dropped it in the lake and checked that it sank.","",""
"DQ-0393","3377767","这其中的差异,就在于有没有自己亲自经历参禅的过程,是不是自己亲自走过来的。","But it is a rhetorical battle, and as such there is a sort of rhetorical reconstruction possible.","",""
"DQ-0394","12581710","电子邮件: urlaub@appartements-schmalzerhof.at","Email : info@art-sporthotel.at","",""
"DQ-0395","7345900","“我要我的好老婆给我乳交 。 ”","I want to fuck you all night long.""","",""
"DQ-0396","5076912","图2:浏览文件夹窗口","Bypass censorship and browse the web anonymously","",""
"DQ-0397","6729607","而那罩杯之下的两只乳,自己的大手都很难完全握住。","The storerooms had been bust and the two other barracks were empty.","",""
"DQ-0398","11303034","刚走出仓库没多远,侯龙涛就再也支撑不住了,腿上的力气迅速的消失了。","As the engine came out of the tunnel, his back was towards her, and she cut him down.","",""
"DQ-0399","8802156","【尼泊尔狗腿 】 哪里可以买到砍刀","Can I Get A Small Business Loan Without A Job","",""
"DQ-0400","13468880","中国相关条目索引","Index of Panama-related articles","",""
