case_id,checkpoint,gold_rank,kind,margin,mode,tokens,top1,top3
48,anchor_tree_massive_ep1,3,SVO3,-0.009810209274291992,l0_path,ferries offers fares,0,1
49,anchor_tree_massive_ep1,1,SVO3,0.0030900239944458008,l0_path,coromant developed solutions,1,1
50,anchor_tree_massive_ep1,3,SVO3,-0.011410117149353027,l0_path,offers has addition,0,1
51,anchor_tree_massive_ep1,2,SVOA4,-0.0005562901496887207,l0_path,it gives output then,0,1
52,anchor_tree_massive_ep1,1,SVO3,0.00462949275970459,l0_path,we offer seaways,1,1
53,anchor_tree_massive_ep1,4,SVOA4,-0.014310717582702637,l0_path,category describes invention best,0,0
54,anchor_tree_massive_ep1,1,SVO3,0.002852320671081543,l0_path,we offer hotels,1,1
55,anchor_tree_massive_ep1,1,SVOA4,0.005746662616729736,l0_path,network allows access only,1,1
56,anchor_tree_massive_ep1,14,SVOA4,-0.025546789169311523,l0_path,company abrogate account instantly,0,0
57,anchor_tree_massive_ep1,2,SVO3,-0.0007344484329223633,l0_path,working watch video,0,1
58,anchor_tree_massive_ep1,1,SVO3,0.012412786483764648,l0_path,you hit button,1,1
59,anchor_tree_massive_ep1,1,SVOA4,0.008406579494476318,l0_path,you have models so,1,1
60,anchor_tree_massive_ep1,1,SVO3,0.009531855583190918,l0_path,you read more,1,1
61,anchor_tree_massive_ep1,2,SVO3,-0.0036794543266296387,l0_path,room features tv,0,1
62,anchor_tree_massive_ep1,1,SVOA4,0.010897248983383179,l0_path,revolution driving demand also,1,1
63,anchor_tree_massive_ep1,3,SVOA4,-0.0043860673904418945,l0_path,you ask me long,0,1
64,anchor_tree_massive_ep1,5,SVO3,-0.03195202350616455,l0_path,rotor contains parts,0,0
65,anchor_tree_massive_ep1,2,SVO3,-0.0035014748573303223,l0_path,apartment has bathroom,0,1
66,anchor_tree_massive_ep1,9,SVOA4,-0.019474267959594727,l0_path,review type webiste above,0,0
67,anchor_tree_massive_ep1,1,SVO3,0.014340221881866455,l0_path,i hate word,1,1
68,anchor_tree_massive_ep1,2,SVO3,-0.0007051825523376465,l0_path,isms covers matters,0,1
69,anchor_tree_massive_ep1,2,SVO3,-0.011155247688293457,l0_path,you find streets,0,1
70,anchor_tree_massive_ep1,2,SVOA4,-0.0009091496467590332,l0_path,i suffered deaths already,0,1
71,anchor_tree_massive_ep1,7,SVOA4,-0.0436672568321228,l0_path,browser resize cells also,0,0
72,anchor_tree_massive_ep1,1,SVO3,0.017549753189086914,l0_path,you saw it,1,1
73,anchor_tree_massive_ep1,2,SVO3,-0.0008271336555480957,l0_path,you see destination,0,1
74,anchor_tree_massive_ep1,3,SVO3,-0.0152474045753479,l0_path,i tell you,0,1
75,anchor_tree_massive_ep1,3,SVO3,-0.028495997190475464,l0_path,widodo welcomed visit,0,1
76,anchor_tree_massive_ep1,1,SVO3,0.0007159113883972168,l0_path,you assign style,1,1
77,anchor_tree_massive_ep1,1,SVO3,0.0067427754402160645,l0_path,you ask me,1,1
78,anchor_tree_massive_ep1,4,SVO3,-0.04258853197097778,l0_path,palmtran includes keyboard,0,0
79,anchor_tree_massive_ep1,3,SVO3,-0.01934880018234253,l0_path,ye take satisfaction,0,1
0,anchor_tree_massive_ep2,2,SVO3,-0.005353868007659912,l0,we offer variety,0,1
1,anchor_tree_massive_ep2,1,SVO3,0.15948274731636047,l0,you have pool,1,1
2,anchor_tree_massive_ep2,2,SVO3,-0.033571019768714905,l0,federation thought condition,0,1
3,anchor_tree_massive_ep2,3,SVO3,-0.05415833368897438,l0,sapphire called one,0,1
4,anchor_tree_massive_ep2,4,SVO3,-0.0908686462789774,l0,administrations revoke certificates,0,0
5,anchor_tree_massive_ep2,3,SVO3,-0.07360855676233768,l0,google done job,0,1
6,anchor_tree_massive_ep2,5,SVO3,-0.07931635854765773,l0,residents dos remédios,0,0
7,anchor_tree_massive_ep2,4,SVO3,-0.06559768971055746,l0,he asked questions,0,0
8,anchor_tree_massive_ep2,1,SVOA4,0.07348281145095825,l0,you capture that how,1,1
9,anchor_tree_massive_ep2,1,SVOA4,0.035792067646980286,l0,we transformed businesses repeatedly,1,1
10,anchor_tree_massive_ep2,6,SVO3,-0.1227621641010046,l0,lutron dimming installation,0,0
11,anchor_tree_massive_ep2,1,SVO3,0.025889717042446136,l0,they provide life,1,1
12,anchor_tree_massive_ep2,2,SVOA4,-0.004883617162704468,l0,hotel provides rentals also,0,1
13,anchor_tree_massive_ep2,3,SVO3,-0.013143282383680344,l0,he loves it,0,1
14,anchor_tree_massive_ep2,4,SVOA4,-0.057545557618141174,l0,ye pollute land so,0,0
15,anchor_tree_massive_ep2,2,SVO3,-0.013208009768277407,l0,she heard sound,0,1
16,anchor_tree_massive_ep2,4,SVO3,-0.034027074463665485,l0,software used quicktime,0,0
17,anchor_tree_massive_ep2,1,SVO3,0.03271368145942688,l0,hotel combines business,1,1
18,anchor_tree_massive_ep2,3,SVO3,-0.017187526682391763,l0,they spread garment,0,1
19,anchor_tree_massive_ep2,3,SVO3,-0.08035996928811073,l0,museum offers introduction,0,1
20,anchor_tree_massive_ep2,1,SVO3,0.04503369331359863,l0,you find gruta,1,1
21,anchor_tree_massive_ep2,2,SVO3,-0.03874006774276495,l0,they put gods,0,1
22,anchor_tree_massive_ep2,3,SVOA4,-0.03432673215866089,l0,parties enjoy pavilion also,0,1
23,anchor_tree_massive_ep2,4,SVOA4,-0.0397927388548851,l0,i catch him sometimes,0,0
24,anchor_tree_massive_ep2,20,SVOA4,-0.0896611176431179,l0,industry implement standards actively,0,0
25,anchor_tree_massive_ep2,1,SVO3,0.037323176860809326,l0,you spit them,1,1
26,anchor_tree_massive_ep2,1,SVO3,0.03490749932825565,l0,enterprises install edition,1,1
27,anchor_tree_massive_ep2,1,SVOA4,0.05129522085189819,l0,you read more here,1,1
28,anchor_tree_massive_ep2,16,SVOA4,-0.10206931084394455,l0,eurotree reserves right explicitly,0,0
29,anchor_tree_massive_ep2,4,SVO3,-0.0617847740650177,l0,collins picked box,0,0
30,anchor_tree_massive_ep2,14,SVOA4,-0.21608063578605652,l0,knowledge carry you here,0,0
31,anchor_tree_massive_ep2,3,SVO3,-0.04375187016557902,l0,project supports systems,0,1
32,anchor_tree_massive_ep2,5,SVO3,-0.047087181359529495,l0,dancers fused features,0,0
33,anchor_tree_massive_ep2,1,SVO3,0.05964714288711548,l0,you turn entry,1,1
34,anchor_tree_massive_ep2,1,SVO3,0.0062440186738967896,l0,we offer price,1,1
35,anchor_tree_massive_ep2,4,SVOA4,-0.017378784716129303,l0,attendees have text next,0,0
36,anchor_tree_massive_ep2,6,SVO3,-0.08389106020331383,l0,gate reveals pathway,0,0
37,anchor_tree_massive_ep2,2,SVO3,-0.00826679915189743,l0,vouchers permit people,0,1
38,anchor_tree_massive_ep2,1,SVO3,0.013867050409317017,l0,nordson provides equipment,1,1
39,anchor_tree_massive_ep2,3,SVO3,-0.03197220992296934,l0,china improve coordination,0,1
40,anchor_tree_massive_ep2,6,SVO3,-0.054748909547924995,l0,she slowed acceleration,0,0
41,anchor_tree_massive_ep2,4,SVO3,-0.07266062125563622,l0,hotels found stars,0,0
42,anchor_tree_massive_ep2,2,SVOA4,-0.006567955017089844,l0,sathorn offers facilities also,0,1
43,anchor_tree_massive_ep2,5,SVO3,-0.05341840977780521,l0,use terminates permission,0,0
44,anchor_tree_massive_ep2,7,SVOA4,-0.04253804171457887,l0,cook made plaque ago,0,0
45,anchor_tree_massive_ep2,4,SVO3,-0.2103266790509224,l0,map shows bay,0,0
46,anchor_tree_massive_ep2,6,SVO3,-0.06090365909039974,l0,group pursues research,0,0
47,anchor_tree_massive_ep2,1,SVOA4,0.03380727767944336,l0,you send inquiries also,1,1
48,anchor_tree_massive_ep2,1,SVO3,0.05560105346376076,l0,ferries offers fares,1,1
49,anchor_tree_massive_ep2,4,SVO3,-0.056297750619705766,l0,coromant developed solutions,0,0
50,anchor_tree_massive_ep2,5,SVO3,-0.09867751877754927,l0,offers has addition,0,0
51,anchor_tree_massive_ep2,3,SVOA4,-0.040454551577568054,l0,it gives output then,0,1
52,anchor_tree_massive_ep2,1,SVO3,0.03730711340904236,l0,we offer seaways,1,1
53,anchor_tree_massive_ep2,10,SVOA4,-0.03884202055633068,l0,category describes invention best,0,0
54,anchor_tree_massive_ep2,1,SVO3,0.022997140884399414,l0,we offer hotels,1,1
55,anchor_tree_massive_ep2,1,SVOA4,0.03286900371313095,l0,network allows access only,1,1
56,anchor_tree_massive_ep2,4,SVOA4,-0.03315340727567673,l0,company abrogate account instantly,0,0
57,anchor_tree_massive_ep2,2,SVO3,-0.005922775249928236,l0,working watch video,0,1
58,anchor_tree_massive_ep2,1,SVO3,0.029116839170455933,l0,you hit button,1,1
59,anchor_tree_massive_ep2,1,SVOA4,0.11172962188720703,l0,you have models so,1,1
60,anchor_tree_massive_ep2,1,SVO3,0.0767972469329834,l0,you read more,1,1
61,anchor_tree_massive_ep2,2,SVO3,-0.02960827574133873,l0,room features tv,0,1
62,anchor_tree_massive_ep2,1,SVOA4,0.03296908736228943,l0,revolution driving demand also,1,1
63,anchor_tree_massive_ep2,3,SVOA4,-0.02510017156600952,l0,you ask me long,0,1
64,anchor_tree_massive_ep2,5,SVO3,-0.10989052057266235,l0,rotor contains parts,0,0
65,anchor_tree_massive_ep2,2,SVO3,-0.01820313185453415,l0,apartment has bathroom,0,1
66,anchor_tree_massive_ep2,12,SVOA4,-0.07788181793875992,l0,review type webiste above,0,0
67,anchor_tree_massive_ep2,1,SVO3,0.03549398481845856,l0,i hate word,1,1
68,anchor_tree_massive_ep2,6,SVO3,-0.16007115319371223,l0,isms covers matters,0,0
69,anchor_tree_massive_ep2,1,SVO3,0.03399929404258728,l0,you find streets,1,1
70,anchor_tree_massive_ep2,12,SVOA4,-0.09195877611637115,l0,i suffered deaths already,0,0
71,anchor_tree_massive_ep2,4,SVOA4,-0.036424219608306885,l0,browser resize cells also,0,0
72,anchor_tree_massive_ep2,1,SVO3,0.09750241041183472,l0,you saw it,1,1
73,anchor_tree_massive_ep2,1,SVO3,0.050564736127853394,l0,you see destination,1,1
74,anchor_tree_massive_ep2,3,SVO3,-0.12518353760242462,l0,i tell you,0,1
75,anchor_tree_massive_ep2,1,SVO3,0.04722830839455128,l0,widodo welcomed visit,1,1
76,anchor_tree_massive_ep2,2,SVO3,-0.04030182957649231,l0,you assign style,0,1
77,anchor_tree_massive_ep2,1,SVO3,0.054326146841049194,l0,you ask me,1,1
78,anchor_tree_massive_ep2,4,SVO3,-0.08975762873888016,l0,palmtran includes keyboard,0,0
79,anchor_tree_massive_ep2,1,SVO3,0.03248137980699539,l0,ye take satisfaction,1,1
0,anchor_tree_massive_ep2,2,SVO3,-0.08462986350059509,cmul,we offer variety,0,1
1,anchor_tree_massive_ep2,1,SVO3,0.16299182176589966,cmul,you have pool,1,1
2,anchor_tree_massive_ep2,5,SVO3,-0.10871206223964691,cmul,federation thought condition,0,0
3,anchor_tree_massive_ep2,2,SVO3,-0.0653481725603342,cmul,sapphire called one,0,1
4,anchor_tree_massive_ep2,4,SVO3,-0.038076385855674744,cmul,administrations revoke certificates,0,0
5,anchor_tree_massive_ep2,5,SVO3,-0.09359457157552242,cmul,google done job,0,0
6,anchor_tree_massive_ep2,1,SVO3,0.009575575590133667,cmul,residents dos remédios,1,1
7,anchor_tree_massive_ep2,3,SVO3,-0.07768772728741169,cmul,he asked questions,0,1
8,anchor_tree_massive_ep2,1,SVOA4,0.060894668102264404,cmul,you capture that how,1,1
9,anchor_tree_massive_ep2,6,SVOA4,-0.07154475152492523,cmul,we transformed businesses repeatedly,0,0
10,anchor_tree_massive_ep2,5,SVO3,-0.16066965088248253,cmul,lutron dimming installation,0,0
11,anchor_tree_massive_ep2,1,SVO3,0.049856171011924744,cmul,they provide life,1,1
12,anchor_tree_massive_ep2,2,SVOA4,-0.008106499910354614,cmul,hotel provides rentals also,0,1
13,anchor_tree_massive_ep2,2,SVO3,-0.03196639777161181,cmul,he loves it,0,1
14,anchor_tree_massive_ep2,4,SVOA4,-0.0252438485622406,cmul,ye pollute land so,0,0
15,anchor_tree_massive_ep2,4,SVO3,-0.09291356429457664,cmul,she heard sound,0,0
16,anchor_tree_massive_ep2,3,SVO3,-0.09968475438654423,cmul,software used quicktime,0,1
17,anchor_tree_massive_ep2,5,SVO3,-0.0816563069820404,cmul,hotel combines business,0,0
18,anchor_tree_massive_ep2,3,SVO3,-0.00862005352973938,cmul,they spread garment,0,1
19,anchor_tree_massive_ep2,3,SVO3,-0.04017999395728111,cmul,museum offers introduction,0,1
20,anchor_tree_massive_ep2,2,SVO3,-0.01663312315940857,cmul,you find gruta,0,1
21,anchor_tree_massive_ep2,2,SVO3,-0.01590929925441742,cmul,they put gods,0,1
22,anchor_tree_massive_ep2,2,SVOA4,-0.0024201571941375732,cmul,parties enjoy pavilion also,0,1
23,anchor_tree_massive_ep2,1,SVOA4,0.014595970511436462,cmul,i catch him sometimes,1,1
24,anchor_tree_massive_ep2,16,SVOA4,-0.09606663603335619,cmul,industry implement standards actively,0,0
25,anchor_tree_massive_ep2,1,SVO3,0.0026942193508148193,cmul,you spit them,1,1
26,anchor_tree_massive_ep2,4,SVO3,-0.05594616197049618,cmul,enterprises install edition,0,0
27,anchor_tree_massive_ep2,1,SVOA4,0.02886795997619629,cmul,you read more here,1,1
28,anchor_tree_massive_ep2,17,SVOA4,-0.08316583931446075,cmul,eurotree reserves right explicitly,0,0
29,anchor_tree_massive_ep2,1,SVO3,0.009981967508792877,cmul,collins picked box,1,1
30,anchor_tree_massive_ep2,19,SVOA4,-0.21118370816111565,cmul,knowledge carry you here,0,0
31,anchor_tree_massive_ep2,1,SVO3,0.05049910023808479,cmul,project supports systems,1,1
32,anchor_tree_massive_ep2,6,SVO3,-0.07221696525812149,cmul,dancers fused features,0,0
33,anchor_tree_massive_ep2,1,SVO3,0.0257643461227417,cmul,you turn entry,1,1
34,anchor_tree_massive_ep2,2,SVO3,-0.03631255030632019,cmul,we offer price,0,1
35,anchor_tree_massive_ep2,4,SVOA4,-0.0696612000465393,cmul,attendees have text next,0,0
36,anchor_tree_massive_ep2,4,SVO3,-0.050857579335570335,cmul,gate reveals pathway,0,0
37,anchor_tree_massive_ep2,2,SVO3,-0.040448807179927826,cmul,vouchers permit people,0,1
38,anchor_tree_massive_ep2,2,SVO3,-0.024242006242275238,cmul,nordson provides equipment,0,1
39,anchor_tree_massive_ep2,1,SVO3,0.0009187441319227219,cmul,china improve coordination,1,1
40,anchor_tree_massive_ep2,5,SVO3,-0.08844866929575801,cmul,she slowed acceleration,0,0
41,anchor_tree_massive_ep2,4,SVO3,-0.05361374467611313,cmul,hotels found stars,0,0
42,anchor_tree_massive_ep2,1,SVOA4,0.006591528654098511,cmul,sathorn offers facilities also,1,1
43,anchor_tree_massive_ep2,5,SVO3,-0.20035192370414734,cmul,use terminates permission,0,0
44,anchor_tree_massive_ep2,5,SVOA4,-0.05409576743841171,cmul,cook made plaque ago,0,0
45,anchor_tree_massive_ep2,6,SVO3,-0.17217795550823212,cmul,map shows bay,0,0
46,anchor_tree_massive_ep2,6,SVO3,-0.13691825792193413,cmul,group pursues research,0,0
47,anchor_tree_massive_ep2,1,SVOA4,0.033918529748916626,cmul,you send inquiries also,1,1
48,anchor_tree_massive_ep2,1,SVO3,0.05925833433866501,cmul,ferries offers fares,1,1
49,anchor_tree_massive_ep2,6,SVO3,-0.14346767961978912,cmul,coromant developed solutions,0,0
50,anchor_tree_massive_ep2,5,SVO3,-0.11042646737769246,cmul,offers has addition,0,0
51,anchor_tree_massive_ep2,3,SVOA4,-0.010047905147075653,cmul,it gives output then,0,1
52,anchor_tree_massive_ep2,2,SVO3,-0.033988624811172485,cmul,we offer seaways,0,1
53,anchor_tree_massive_ep2,15,SVOA4,-0.12542172893881798,cmul,category describes invention best,0,0
54,anchor_tree_massive_ep2,2,SVO3,-0.05316781997680664,cmul,we offer hotels,0,1
55,anchor_tree_massive_ep2,2,SVOA4,-0.0008879974484443665,cmul,network allows access only,0,1
56,anchor_tree_massive_ep2,16,SVOA4,-0.08563488721847534,cmul,company abrogate account instantly,0,0
57,anchor_tree_massive_ep2,2,SVO3,-0.010800271295011044,cmul,working watch video,0,1
58,anchor_tree_massive_ep2,2,SVO3,-0.061741530895233154,cmul,you hit button,0,1
59,anchor_tree_massive_ep2,1,SVOA4,0.07575851678848267,cmul,you have models so,1,1
60,anchor_tree_massive_ep2,1,SVO3,0.11278784275054932,cmul,you read more,1,1
61,anchor_tree_massive_ep2,3,SVO3,-0.015985317528247833,cmul,room features tv,0,1
62,anchor_tree_massive_ep2,4,SVOA4,-0.03610718250274658,cmul,revolution driving demand also,0,0
63,anchor_tree_massive_ep2,2,SVOA4,-0.002855241298675537,cmul,you ask me long,0,1
64,anchor_tree_massive_ep2,4,SVO3,-0.056137606501579285,cmul,rotor contains parts,0,0
65,anchor_tree_massive_ep2,2,SVO3,-0.015028990805149078,cmul,apartment has bathroom,0,1
66,anchor_tree_massive_ep2,2,SVOA4,-0.06840673834085464,cmul,review type webiste above,0,1
67,anchor_tree_massive_ep2,1,SVO3,0.004964515566825867,cmul,i hate word,1,1
68,anchor_tree_massive_ep2,6,SVO3,-0.1861475221812725,cmul,isms covers matters,0,0
69,anchor_tree_massive_ep2,2,SVO3,-0.0006811320781707764,cmul,you find streets,0,1
70,anchor_tree_massive_ep2,6,SVOA4,-0.04613637924194336,cmul,i suffered deaths already,0,0
71,anchor_tree_massive_ep2,4,SVOA4,-0.044683754444122314,cmul,browser resize cells also,0,0
72,anchor_tree_massive_ep2,1,SVO3,0.0781373679637909,cmul,you saw it,1,1
73,anchor_tree_massive_ep2,1,SVO3,0.07710939645767212,cmul,you see destination,1,1
74,anchor_tree_massive_ep2,3,SVO3,-0.11115624010562897,cmul,i tell you,0,1
75,anchor_tree_massive_ep2,2,SVO3,-0.017128164879977703,cmul,widodo welcomed visit,0,1
76,anchor_tree_massive_ep2,2,SVO3,-0.00395694375038147,cmul,you assign style,0,1
77,anchor_tree_massive_ep2,1,SVO3,0.084063321352005,cmul,you ask me,1,1
78,anchor_tree_massive_ep2,4,SVO3,-0.04951689392328262,cmul,palmtran includes keyboard,0,0
79,anchor_tree_massive_ep2,2,SVO3,-0.028485789895057678,cmul,ye take satisfaction,0,1
0,anchor_tree_massive_ep2,2,SVO3,-0.0001780986785888672,tree,we offer variety,0,1
1,anchor_tree_massive_ep2,1,SVO3,0.00041353702545166016,tree,you have pool,1,1
2,anchor_tree_massive_ep2,6,SVO3,-0.0002136826515197754,tree,federation thought condition,0,0
3,anchor_tree_massive_ep2,2,SVO3,-0.000261843204498291,tree,sapphire called one,0,1
4,anchor_tree_massive_ep2,4,SVO3,-9.906291961669922e-05,tree,administrations revoke certificates,0,0
5,anchor_tree_massive_ep2,5,SVO3,-0.0003764629364013672,tree,google done job,0,0
6,anchor_tree_massive_ep2,2,SVO3,-3.6835670471191406e-05,tree,residents dos remédios,0,1
7,anchor_tree_massive_ep2,6,SVO3,-0.00026416778564453125,tree,he asked questions,0,0
8,anchor_tree_massive_ep2,2,SVOA4,-5.346536636352539e-05,tree,you capture that how,0,1
9,anchor_tree_massive_ep2,10,SVOA4,-0.0004692673683166504,tree,we transformed businesses repeatedly,0,0
10,anchor_tree_massive_ep2,5,SVO3,-0.000255584716796875,tree,lutron dimming installation,0,0
11,anchor_tree_massive_ep2,1,SVO3,8.165836334228516e-05,tree,they provide life,1,1
12,anchor_tree_massive_ep2,4,SVOA4,-0.0001582503318786621,tree,hotel provides rentals also,0,0
13,anchor_tree_massive_ep2,3,SVO3,-4.26173210144043e-05,tree,he loves it,0,1
14,anchor_tree_massive_ep2,1,SVOA4,4.482269287109375e-05,tree,ye pollute land so,1,1
15,anchor_tree_massive_ep2,4,SVO3,-0.0002911090850830078,tree,she heard sound,0,0
16,anchor_tree_massive_ep2,5,SVO3,-0.0002281665802001953,tree,software used quicktime,0,0
17,anchor_tree_massive_ep2,5,SVO3,-0.00026547908782958984,tree,hotel combines business,0,0
18,anchor_tree_massive_ep2,1,SVO3,6.705522537231445e-05,tree,they spread garment,1,1
19,anchor_tree_massive_ep2,3,SVO3,-0.00012803077697753906,tree,museum offers introduction,0,1
20,anchor_tree_massive_ep2,1,SVO3,0.00010603666305541992,tree,you find gruta,1,1
21,anchor_tree_massive_ep2,3,SVO3,-0.00016826391220092773,tree,they put gods,0,1
22,anchor_tree_massive_ep2,4,SVOA4,-0.00014322996139526367,tree,parties enjoy pavilion also,0,0
23,anchor_tree_massive_ep2,2,SVOA4,-6.22868537902832e-05,tree,i catch him sometimes,0,1
24,anchor_tree_massive_ep2,19,SVOA4,-0.0002582073211669922,tree,industry implement standards actively,0,0
25,anchor_tree_massive_ep2,2,SVO3,-6.812810897827148e-05,tree,you spit them,0,1
26,anchor_tree_massive_ep2,4,SVO3,-0.00011157989501953125,tree,enterprises install edition,0,0
27,anchor_tree_massive_ep2,1,SVOA4,0.00020581483840942383,tree,you read more here,1,1
28,anchor_tree_massive_ep2,12,SVOA4,-0.0002593994140625,tree,eurotree reserves right explicitly,0,0
29,anchor_tree_massive_ep2,1,SVO3,1.2874603271484375e-05,tree,collins picked box,1,1
30,anchor_tree_massive_ep2,15,SVOA4,-0.0006271600723266602,tree,knowledge carry you here,0,0
31,anchor_tree_massive_ep2,1,SVO3,5.823373794555664e-05,tree,project supports systems,1,1
32,anchor_tree_massive_ep2,4,SVO3,-0.00024431943893432617,tree,dancers fused features,0,0
33,anchor_tree_massive_ep2,1,SVO3,1.0728836059570312e-06,tree,you turn entry,1,1
34,anchor_tree_massive_ep2,2,SVO3,-0.00010585784912109375,tree,we offer price,0,1
35,anchor_tree_massive_ep2,2,SVOA4,-1.7642974853515625e-05,tree,attendees have text next,0,1
36,anchor_tree_massive_ep2,2,SVO3,-8.499622344970703e-05,tree,gate reveals pathway,0,1
37,anchor_tree_massive_ep2,3,SVO3,-0.00011080503463745117,tree,vouchers permit people,0,1
38,anchor_tree_massive_ep2,1,SVO3,0.00013214349746704102,tree,nordson provides equipment,1,1
39,anchor_tree_massive_ep2,3,SVO3,-0.00010311603546142578,tree,china improve coordination,0,1
40,anchor_tree_massive_ep2,5,SVO3,-0.0001652240753173828,tree,she slowed acceleration,0,0
41,anchor_tree_massive_ep2,2,SVO3,-0.00013107061386108398,tree,hotels found stars,0,1
42,anchor_tree_massive_ep2,1,SVOA4,0.00010764598846435547,tree,sathorn offers facilities also,1,1
43,anchor_tree_massive_ep2,5,SVO3,-0.00043070316314697266,tree,use terminates permission,0,0
44,anchor_tree_massive_ep2,6,SVOA4,-0.00010335445404052734,tree,cook made plaque ago,0,0
45,anchor_tree_massive_ep2,6,SVO3,-0.0005090236663818359,tree,map shows bay,0,0
46,anchor_tree_massive_ep2,5,SVO3,-0.00019693374633789062,tree,group pursues research,0,0
47,anchor_tree_massive_ep2,1,SVOA4,0.00021320581436157227,tree,you send inquiries also,1,1
48,anchor_tree_massive_ep2,1,SVO3,0.00015604496002197266,tree,ferries offers fares,1,1
49,anchor_tree_massive_ep2,6,SVO3,-0.0002811551094055176,tree,coromant developed solutions,0,0
50,anchor_tree_massive_ep2,5,SVO3,-0.0003254413604736328,tree,offers has addition,0,0
51,anchor_tree_massive_ep2,4,SVOA4,-0.0001398921012878418,tree,it gives output then,0,0
52,anchor_tree_massive_ep2,2,SVO3,-9.554624557495117e-05,tree,we offer seaways,0,1
53,anchor_tree_massive_ep2,19,SVOA4,-0.0007827877998352051,tree,category describes invention best,0,0
54,anchor_tree_massive_ep2,2,SVO3,-0.00018644332885742188,tree,we offer hotels,0,1
55,anchor_tree_massive_ep2,1,SVOA4,4.369020462036133e-05,tree,network allows access only,1,1
56,anchor_tree_massive_ep2,15,SVOA4,-0.0004468560218811035,tree,company abrogate account instantly,0,0
57,anchor_tree_massive_ep2,3,SVO3,-0.0001442432403564453,tree,working watch video,0,1
58,anchor_tree_massive_ep2,2,SVO3,-6.92605972290039e-05,tree,you hit button,0,1
59,anchor_tree_massive_ep2,1,SVOA4,0.00027447938919067383,tree,you have models so,1,1
60,anchor_tree_massive_ep2,1,SVO3,0.00016766786575317383,tree,you read more,1,1
61,anchor_tree_massive_ep2,3,SVO3,-2.8967857360839844e-05,tree,room features tv,0,1
62,anchor_tree_massive_ep2,5,SVOA4,-0.00025850534439086914,tree,revolution driving demand also,0,0
63,anchor_tree_massive_ep2,4,SVOA4,-0.00016611814498901367,tree,you ask me long,0,0
64,anchor_tree_massive_ep2,2,SVO3,-4.1365623474121094e-05,tree,rotor contains parts,0,1
65,anchor_tree_massive_ep2,1,SVO3,8.314847946166992e-05,tree,apartment has bathroom,1,1
66,anchor_tree_massive_ep2,4,SVOA4,-6.181001663208008e-05,tree,review type webiste above,0,0
67,anchor_tree_massive_ep2,2,SVO3,-3.2782554626464844e-05,tree,i hate word,0,1
68,anchor_tree_massive_ep2,6,SVO3,-0.0004487037658691406,tree,isms covers matters,0,0
69,anchor_tree_massive_ep2,1,SVO3,0.00011265277862548828,tree,you find streets,1,1
70,anchor_tree_massive_ep2,6,SVOA4,-5.40614128112793e-05,tree,i suffered deaths already,0,0
71,anchor_tree_massive_ep2,6,SVOA4,-0.000240325927734375,tree,browser resize cells also,0,0
72,anchor_tree_massive_ep2,1,SVO3,2.8431415557861328e-05,tree,you saw it,1,1
73,anchor_tree_massive_ep2,1,SVO3,0.0002620220184326172,tree,you see destination,1,1
74,anchor_tree_massive_ep2,3,SVO3,-0.00014466047286987305,tree,i tell you,0,1
75,anchor_tree_massive_ep2,1,SVO3,1.5079975128173828e-05,tree,widodo welcomed visit,1,1
76,anchor_tree_massive_ep2,2,SVO3,-5.304813385009766e-06,tree,you assign style,0,1
77,anchor_tree_massive_ep2,1,SVO3,0.00013816356658935547,tree,you ask me,1,1
78,anchor_tree_massive_ep2,6,SVO3,-0.0003935098648071289,tree,palmtran includes keyboard,0,0
79,anchor_tree_massive_ep2,1,SVO3,8.404254913330078e-06,tree,ye take satisfaction,1,1
0,anchor_tree_massive_ep2,2,SVO3,-0.008089184761047363,l0_path,we offer variety,0,1
1,anchor_tree_massive_ep2,1,SVO3,0.014350473880767822,l0_path,you have pool,1,1
2,anchor_tree_massive_ep2,6,SVO3,-0.03203672170639038,l0_path,federation thought condition,0,0
3,anchor_tree_massive_ep2,2,SVO3,-0.001277148723602295,l0_path,sapphire called one,0,1
4,anchor_tree_massive_ep2,4,SVO3,-0.013831287622451782,l0_path,administrations revoke certificates,0,0
5,anchor_tree_massive_ep2,2,SVO3,-0.009136617183685303,l0_path,google done job,0,1
6,anchor_tree_massive_ep2,6,SVO3,-0.06583955883979797,l0_path,residents dos remédios,0,0
7,anchor_tree_massive_ep2,2,SVO3,-0.006677150726318359,l0_path,he asked questions,0,1
8,anchor_tree_massive_ep2,1,SVOA4,0.01400899887084961,l0_path,you capture that how,1,1
9,anchor_tree_massive_ep2,2,SVOA4,-0.0021934807300567627,l0_path,we transformed businesses repeatedly,0,1
10,anchor_tree_massive_ep2,4,SVO3,-0.010420560836791992,l0_path,lutron dimming installation,0,0
11,anchor_tree_massive_ep2,1,SVO3,0.00321352481842041,l0_path,they provide life,1,1
12,anchor_tree_massive_ep2,2,SVOA4,-0.007066488265991211,l0_path,hotel provides rentals also,0,1
13,anchor_tree_massive_ep2,2,SVO3,-0.0006753206253051758,l0_path,he loves it,0,1
14,anchor_tree_massive_ep2,5,SVOA4,-0.010007143020629883,l0_path,ye pollute land so,0,0
15,anchor_tree_massive_ep2,1,SVO3,0.0003400444984436035,l0_path,she heard sound,1,1
16,anchor_tree_massive_ep2,3,SVO3,-0.0088270902633667,l0_path,software used quicktime,0,1
